Game,Câu hỏi,Đáp án
Rise of Kingdoms,Con sông dài nhất thế giới là gì?,Sông Nile
Rise of Kingdoms,"Trong thần thoại Hy Lạp, Paris, Hoàng tử thành Troy, tặng ai một quả táo vàng có khắc dòng chữ 'Dành cho nữ thần xinh đẹp nhất'?",Aphrodite
Rise of Kingdoms,Lịch sử Ai Cập cổ đại bao gồm bao nhiêu vương quốc?,3
Rise of Kingdoms,Chỉ huy nào có biệt danh là Người bảo vệ Carthage?,Hannibal Barca
Rise of Kingdoms,Tại sao ếch và các loài động vật khác lại đẻ nhiều trứng/con cái như vậy?,"Càng sinh ra nhiều con, chúng càng có nhiều khả năng sống sót."
Rise of Kingdoms,Quốc gia nào ở châu Á trùng lặp với Đế quốc Parthia cổ đại?,Iran
Rise of Kingdoms,Vua Louis XIV của Pháp đã chuyển triều đình đi đâu vào năm 1682?,Cung điện Versailles
Rise of Kingdoms,Ai sở hữu mọi thứ trong vương quốc Ai Cập cổ đại?,Các pharaoh
Rise of Kingdoms,Người sáng lập Kentucky Fried Chicken (KFC) đã nhận được cấp bậc danh dự nào?,Đại tá
Rise of Kingdoms,Người chỉ huy nào được mệnh danh là Mistress of Mercians?,Æthelflaed
Rise of Kingdoms,Loại đơn vị nào mạnh nhất khi chống lại bắn cung?,Kỵ binh
Rise of Kingdoms,"Trong thần thoại Hy Lạp, điểm yếu của Achilles là gì?",Gót chân của bạn
Rise of Kingdoms,Lông của gấu bắc cực có màu gì?,Đen
Rise of Kingdoms,“Mục đích biện minh cho phương tiện” là niềm tin cốt lõi của tác giả “Hoàng tử”. Tên anh ấy là gì?,Machiavelli
Rise of Kingdoms,"Bốn vở nhạc kịch hay nhất thế giới là Cats, Les Miserables, Miss Sài Gòn và... ?",Bóng ma của nhà hát Opera
Rise of Kingdoms,Người chỉ huy nào sau đây giỏi bắn cung hàng đầu?,Yi Seong Gye
Rise of Kingdoms,Tên của dòng điện được tạo ra bởi lực nước sử dụng các đập lớn trên sông là gì?,Thủy điện
Rise of Kingdoms,Vị pharaoh cuối cùng của triều đại Ptolemy là ai?,Cleopatra VII
Rise of Kingdoms,Cuộc cách mạng năm 1688 thiết lập chế độ quân chủ lập hiến ở Anh có tên là gì?,Cách mạng vẻ vang
Rise of Kingdoms,"Bốn loại đàn tranh chính ở Trung Quốc cổ đại là Hạo Trung, Lục Kỳ, Giao Vi và... ?",Nhiêu Lương
Rise of Kingdoms,"Định dạng xuyên âm hài kịch của Trung Quốc bắt nguồn từ ba địa điểm: Thiên Kiều ở Bắc Kinh, Chợ Quanye ở Thiên Tân và ở đâu ở Nam Kinh?",Fuzimiao
Rise of Kingdoms,Làm thế nào để bạn kiếm được tín dụng công nghệ liên minh?,Đóng góp cho Liên minh nghiên cứu công nghệ
Rise of Kingdoms,"Ưu điểm của máy in của Johannes Gutenberg bao gồm tất cả những điều sau, ngoại trừ điều nào?",Tăng cường quyền lực của nhà thờ
Rise of Kingdoms,Ký tự '1' được sử dụng bao nhiêu lần khi bạn viết từ số 1 đến 99?,20
Rise of Kingdoms,Ai đã thực hiện Lịch Julian ở Rome?,Julius Caesar
Rise of Kingdoms,Tỷ lệ chuyển đổi từ ampe (A) sang miliampe (mA) là bao nhiêu?,1:1000
Rise of Kingdoms,Cuộc chiến Carlist diễn ra ở quốc gia nào vào thế kỷ 19?,Tây ban nha
Rise of Kingdoms,In what year did Ricardo Coração de Leão and Saladin sign a truce?,1192
Rise of Kingdoms,Tòa nhà nào ban đầu được xây dựng ở Luân Đôn để làm nơi tổ chức Triển lãm lớn về công trình công nghiệp của tất cả các quốc gia diễn ra vào năm 1851?,Cung điện pha lê
Rise of Kingdoms,Chỉ huy nào có biệt danh là Barbarian Roar?,Lohar
Rise of Kingdoms,Khám phá nào đã giúp giải mã được chữ tượng hình?,Đá Rosetta
Rise of Kingdoms,Chất nào sau đây là nhiên liệu hóa thạch được hình thành từ các sinh vật biển thường được tìm thấy ở các tầng xếp chồng lên nhau hoặc nghiêng và được sử dụng để sưởi ấm và nấu ăn?,Khí tự nhiên
Rise of Kingdoms,"Ở Hy Lạp cổ đại, triết gia nào thích thảo luận về các ý tưởng trên một con phố mà sau này được mệnh danh là 'Trường phái Peripatetic'?",Aristote
Rise of Kingdoms,Nền văn minh nào sau đây cung cấp phần thưởng 5% cho các đơn vị kỵ binh?,Nước Đức
Rise of Kingdoms,"Trên Ark of Osiris, bạn có thể sử dụng Haste gì?",Tăng tốc chữa bệnh
Rise of Kingdoms,Thánh địa nào cấp tiền thưởng tấn công quân đội?,Bàn thờ lửa
Rise of Kingdoms,Nhà thám hiểm người Bồ Đào Nha nào là người châu Âu đầu tiên đi thuyền tới miền nam châu Phi?,Bartolomeu Dias
Rise of Kingdoms,Nhân vật nào sau đây là anh trai của thần Zeus trong thần thoại Hy Lạp?,Poseidon
Rise of Kingdoms,Học giả Hy Lạp cổ đại nào đã đặt nền móng cho các nhà toán học châu Âu trong tương lai và là tác giả cuốn 'Các yếu tố' của Hình học?,Euclid
Rise of Kingdoms,Có bao nhiêu giai đoạn trong sự kiện Chính phủ hùng mạnh nhất?,5
Rise of Kingdoms,Ai đã đề xuất tư tưởng triết học “Tôi tư duy nên tôi tồn tại”?,Descartes
Rise of Kingdoms,"Khi đánh bắt và thả cá ở biển khơi, tại sao việc chọc thủng bong bóng của chúng lại quan trọng?",Để ngăn chúng chết vì bong bóng căng phồng
Rise of Kingdoms,Công dụng khác của rượu gin ngoài việc là một thức uống phổ biến ở thế kỷ 18 là gì?,Thuốc
Rise of Kingdoms,"Trong Chiến tranh Punic lần thứ hai, Hannibal với quân đội nhỏ hơn nhiều đã đánh bại quân La Mã trong trận chiến nào?",Trận chiến Cannae
Rise of Kingdoms,Sử thi 'The Iliad' của Homer tập trung vào những sự kiện diễn ra trong cuộc chiến hay trận chiến nào?,Cuộc chiến thành Troy
Rise of Kingdoms,Cái nào trong số này là một trong những 'kỹ năng chủ động' của Minamoto no Yoshitsune? Kỹ năng chủ động của Minamoto no Yoshitsune là gì?,Kyohachiryuu
Rise of Kingdoms,Ngọn hải đăng được xây dựng sau khi Macedonia chinh phục Ai Cập là gì và nó có phải là một trong bảy kỳ quan của thế giới cổ đại không?,Ngọn Hải Đăng Alexandria
Rise of Kingdoms,Cái nào sau đây là tên gọi khác của 'Cái chết đen' tấn công châu Âu vào cuối thời Trung cổ?,Yersinia pestis
Rise of Kingdoms,Không khí thường có cảm giác trong lành hơn sau cơn bão vì đã được bổ sung khí gì?,Ôzôn
Rise of Kingdoms,Chỉ huy nào được giao nhiệm vụ chiếm Constantinople ở tuổi 21?,Mehmed II
Rise of Kingdoms,Tự truyện 'Sống để kể' của ai đoạt giải Nobel Văn học?,Gabriel Garcia Marquez
Rise of Kingdoms,Danh hiệu 'Nữ hoàng' của vương quốc tăng thêm điều nào sau đây?,Tốc độ thu thập
Rise of Kingdoms,Keira từng thách thức sự kỳ vọng của thế giới dành cho cô trong một trận chiến vẻ vang. Trận chiến này diễn ra ở đâu?,Hẻm núi hoàng hôn
Rise of Kingdoms,Con trai đầu tiên của Henry VIII cai trị nước Anh là ai?,Edward VI
Rise of Kingdoms,Vị vua nào của một quốc gia châu Âu đã thành lập đoàn thám hiểm nổi tiếng của Christopher Columbus?,Tây ban nha
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Osman I?,Chiến thuật xiên
Rise of Kingdoms,Tên của năng lượng tái tạo có nguồn gốc từ việc đốt chất hữu cơ như gỗ và rượu là gì?,Sinh khối
Rise of Kingdoms,"Khi tòa thị chính của thống đốc đạt cấp 25, ông ta có thể xây dựng bao nhiêu trang trại?",4
Rise of Kingdoms,"Loại quả nào sau đây, được gọi là 'lê sói', bị cho là có độc?",Cà chua
Rise of Kingdoms,"Trên trang XEM CHỈ HUY, những người chỉ huy đóng vai trò là 'Bậc thầy khoan' nhận được phần thưởng gì?",Quân tấn công 1%
Rise of Kingdoms,Có thể nhận được buff gì khi chiếm giữ Đền thờ Dũng cảm?,Tăng EXP mà chỉ huy nhận được
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Lohar?,Tổng số hủy diệt
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Belisarius?,Lực Sấm Sét
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, ai là người phù hợp nhất để dẫn quân CHỐNG địch bộ binh?",Hermann
Rise of Kingdoms,"Trên trang XEM CHỈ HUY, người chỉ huy đóng vai trò 'Người bảo vệ' nhận được phần thưởng gì?",Không có câu trả lời nào trong số này là đúng.
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Keira?,Máu Vô Kỷ Luật
Rise of Kingdoms,"Trong số các chỉ huy dưới đây, ai là người phù hợp nhất để dẫn quân CHỐNG kẻ thù bắn cung?",Cao Cao
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Hermann?,Không thể cưỡng lại được
Rise of Kingdoms,"Trong số các tướng dưới đây, tướng nào phù hợp nhất để dẫn quân CHỐNG kỵ binh địch?",Tôn Tử
Rise of Kingdoms,"Trên trang XEM CHỈ HUY, những người chỉ huy đóng vai trò 'Tài chính' nhận được phần thưởng gì?",Tốc độ thu thập 5%
Rise of Kingdoms,Chỉ huy Hannibal Barca giỏi cái gì?,Tấn công thành phố
Rise of Kingdoms,Kinh tuyến gốc đi qua nước nào sau đây?,"Mali -\u003e (Tây Ban Nha, Pháp, Anh, Ghana, Burkina Faso, Mali Algeria)"
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Matilda of Flanders?,Dòng máu Celtic
Rise of Kingdoms,Điều nào sau đây KHÔNG phải là một trong những khả năng của Mulan?,Đội quân bất khuất
Rise of Kingdoms,"Ngoài 'Số lượng Hướng đạo sinh' và 'Sức mạnh', thông số nào sau đây của Trại Hướng đạo cũng có thể được cập nhật?",Tốc độ hành quân trinh sát và phạm vi thám hiểm
Rise of Kingdoms,Mối quan hệ giữa danh tướng Tolui và Thành Cát Tư Hãn là gì?,Cha và con trai
Rise of Kingdoms,Đơn vị nào được hưởng lợi từ kỹ năng 'Chiến lược gia bậc thầy' của Tôn Tử?,Bộ binh
Rise of Kingdoms,Công nghệ nào có trước Pavis?,Mũi tên Bodkin
Rise of Kingdoms,"Ngoài 'Số lần bạn có thể được giúp đỡ' và 'Sức mạnh', thông số nào sau đây của Trung tâm Liên minh cũng có thể được cập nhật?",Năng lực tiếp viện của thành phố
Rise of Kingdoms,Điều nào sau đây mô tả một con cá hề?,Cá biển nhiệt đới
Rise of Kingdoms,Tam Quốc Diễn Nghĩa bắt đầu vào gần cuối triều đại nào của Trung Quốc?,Anh ta
Rise of Kingdoms,Nguyên nhân chính của cảnh quan karst là gì?,Sự hòa tan của đá hòa tan
Rise of Kingdoms,Bộ luật Hammurabi được khắc trên đá bằng văn bản nào?,Chữ hình nêm
Rise of Kingdoms,Vật phẩm Thu thập Cải tiến có thể tăng tốc độ thu thập của nó lên bao nhiêu không?,50%
Rise of Kingdoms,Ở cấp VIP nào bạn có thể mở khóa vĩnh viễn hàng đợi xây dựng thứ hai?,Cấp độ. 6
Rise of Kingdoms,Vật phẩm Tấn công Cải tiến (Nâng cao) có thể tăng sức tấn công của bạn lên bao nhiêu không?,10%
Rise of Kingdoms,Những người đàn ông và phụ nữ đang ẩn náu ở ngoại ô Florence trong tuyển tập tiểu thuyết 'The Decameron' là gì?,Cái chết đen
Rise of Kingdoms,Điều nào sau đây cấp điểm hoạt động hàng ngày?,Đánh bại quân Barbarian trên bản đồ
Rise of Kingdoms,Những đại dương nào được kết nối bởi kênh đào Panama?,Thái Bình Dương và Đại Tây Dương
Rise of Kingdoms,"Theo câu chuyện về Sói trong thần thoại La Mã, chuyện gì đã xảy ra với cặp song sinh mà cô cho ăn: Romulus và Remus?",Romulus trở thành người sáng lập và vị vua đầu tiên của Rome
Rise of Kingdoms,Which cities are connected by the Dom Luís I Bridge?,Porto and Vila Nova de Gaia
Rise of Kingdoms,"Kể từ khi thành lập vào năm 1863, Ủy ban Chữ Thập Đỏ Quốc tế đã bao nhiêu lần đoạt giải Nobel Hòa bình?",3
Rise of Kingdoms,Shakespeare's Globe được xây dựng ở thành phố hiện đại nào?,Luân Đôn
Rise of Kingdoms,Tên thật của vị hoàng đế cuối cùng của nhà Thanh Trung Quốc là gì?,Huyền Thông
Rise of Kingdoms,Giang Tử Nha đã giúp thành lập triều đại nào của Trung Quốc?,Nhà Chu
Rise of Kingdoms,"Ở Hàn Quốc, Axe Spear là đơn vị đặc biệt của nền văn minh nào?",Pháp
Rise of Kingdoms,"Trong Ark of Osiris, liên minh đầu tiên kiếm được bao nhiêu dịch chuyển tức thời để chiếm được một đài tưởng niệm?",8
Rise of Kingdoms,"Giai đoạn lịch sử châu Âu nào, kéo dài từ năm 1300 đến năm 1600, đã chứng kiến ​​sự tái sinh của mối quan tâm đến văn hóa cổ điển và dẫn đến những thay đổi sâu rộng trong nghệ thuật, học tập và thế giới quan?",Thời Phục hưng
Rise of Kingdoms,Hoàng đế La Mã Thần thánh cuối cùng là ai?,Francis II
Rise of Kingdoms,"Từ thế kỷ 17 đến thế kỷ 19, Vương quốc Phổ phần lớn là quốc gia hiện đại nào?",Nước Đức
Rise of Kingdoms,Lễ Quốc khánh Pháp diễn ra vào ngày 14/7 trùng với sự kiện lịch sử nào?,Tấn công Bastille
Rise of Kingdoms,Vị pharaoh nào đã ra lệnh xây dựng đền thờ Abu Simbel?,Ramses II
Rise of Kingdoms,Bản giao hưởng số 5 cung C thứ của Beethoven được công chiếu tại nhà hát nào vào năm 1808?,Nhà hát ở Viên
Rise of Kingdoms,Tác phẩm nào sau đây dựa trên Trận Roncesvales do Charlemagne và các hiệp sĩ của ông ta chiến đấu?,'Bài hát của Roland'
Rise of Kingdoms,Ai là người sáng lập Edo Bakufu của Nhật Bản?,Tokugawa leyasu
Rise of Kingdoms,Einstein xuất bản bốn bài báo Annus Mirabilis ('Những bài báo kỳ diệu') vào năm nào?,1905
Rise of Kingdoms,Lợi ích của việc nghiên cứu 'Toán học' trong Học viện là gì?,Tăng tốc độ tìm kiếm
Rise of Kingdoms,Vận động viên người Mỹ gốc Phi Jesse Owens giành được bao nhiêu huy chương vàng Olympic năm 1936?,4
Rise of Kingdoms,"Người chỉ huy nào sau đây là người cai trị trên thực tế của vương quốc của bạn, nhưng chưa bao giờ chính thức là nguyên thủ quốc gia?",Carlos Martell
Rise of Kingdoms,Ngày Elbe là cuộc gặp gỡ của quân đội nào trong Thế chiến thứ hai?,Mỹ và Liên Xô
